000.000 =============================================================
000.000                     Station A                               
000.000 -------------------------------------------------------------
000.000 Protocol.lib, version 4.0, jiangyanjun0718@bupt.edu.cn
000.000 Channel: 8000 bps, 270 ms propagation delay, bit error rate 1.0E-05
000.000 Log file "F:\Code\20250418(network lab1)\upload\SR-MAX-A.log", TCP port 59144, debug mask 0x00
000.000 Station A is waiting for station B on TCP port 59144 ... Done.
000.236 New epoch: Tue May  6 17:10:23 2025
000.236 =================================================================
000.236 
000.237 SR-3, 构建时间: May  6 2025  16:05:11
002.882 .... 4 packets received, 3459 bps, 43.24%, Err 1 (4.8e-05)
215.215 .... 780 packets received, 7440 bps, 93.00%, Err 20 (1.2e-05)
217.339 .... 788 packets received, 7443 bps, 93.04%, Err 20 (1.2e-05)
219.436 .... 796 packets received, 7447 bps, 93.08%, Err 20 (1.1e-05)
221.548 .... 804 packets received, 7449 bps, 93.12%, Err 20 (1.1e-05)
223.684 .... 812 packets received, 7452 bps, 93.15%, Err 20 (1.1e-05)
225.798 .... 820 packets received, 7454 bps, 93.18%, Err 20 (1.1e-05)
227.885 .... 828 packets received, 7458 bps, 93.23%, Err 20 (1.1e-05)
230.017 .... 836 packets received, 7460 bps, 93.25%, Err 20 (1.1e-05)
232.101 .... 844 packets received, 7464 bps, 93.30%, Err 20 (1.1e-05)
234.220 .... 852 packets received, 7466 bps, 93.33%, Err 20 (1.1e-05)
236.324 .... 860 packets received, 7469 bps, 93.36%, Err 20 (1.1e-05)
238.444 .... 868 packets received, 7471 bps, 93.39%, Err 20 (1.1e-05)
240.543 .... 876 packets received, 7474 bps, 93.43%, Err 20 (1.0e-05)
242.653 .... 884 packets received, 7477 bps, 93.46%, Err 20 (1.0e-05)
244.789 .... 892 packets received, 7479 bps, 93.48%, Err 20 (1.0e-05)
247.943 .... 900 packets received, 7449 bps, 93.12%, Err 21 (1.1e-05)
250.064 .... 911 packets received, 7476 bps, 93.45%, Err 21 (1.1e-05)
252.191 .... 919 packets received, 7478 bps, 93.48%, Err 21 (1.0e-05)
254.273 .... 927 packets received, 7481 bps, 93.52%, Err 21 (1.0e-05)
256.410 .... 935 packets received, 7483 bps, 93.54%, Err 21 (1.0e-05)
258.525 .... 943 packets received, 7485 bps, 93.57%, Err 21 (1.0e-05)
260.615 .... 951 packets received, 7488 bps, 93.60%, Err 21 (1.0e-05)
262.729 .... 959 packets received, 7490 bps, 93.63%, Err 21 (1.0e-05)
264.861 .... 967 packets received, 7492 bps, 93.65%, Err 21 (1.0e-05)
267.012 .... 975 packets received, 7493 bps, 93.66%, Err 21 (9.9e-06)
269.086 .... 983 packets received, 7496 bps, 93.70%, Err 21 (9.8e-06)
271.190 .... 990 packets received, 7491 bps, 93.63%, Err 22 (1.0e-05)
273.300 .... 998 packets received, 7493 bps, 93.66%, Err 22 (1.0e-05)
275.449 .... 1006 packets received, 7494 bps, 93.67%, Err 22 (1.0e-05)
277.534 .... 1014 packets received, 7496 bps, 93.71%, Err 22 (1.0e-05)
279.649 .... 1022 packets received, 7498 bps, 93.73%, Err 22 (9.9e-06)
281.767 .... 1030 packets received, 7500 bps, 93.75%, Err 22 (9.8e-06)
283.898 .... 1038 packets received, 7502 bps, 93.77%, Err 22 (9.7e-06)
286.001 .... 1046 packets received, 7504 bps, 93.80%, Err 22 (9.7e-06)
288.088 .... 1054 packets received, 7506 bps, 93.83%, Err 22 (9.6e-06)
290.210 .... 1062 packets received, 7508 bps, 93.85%, Err 22 (9.5e-06)
292.901 .... 1068 packets received, 7481 bps, 93.51%, Err 23 (9.9e-06)
295.498 .... 1077 packets received, 7477 bps, 93.47%, Err 24 (1.0e-05)
297.589 .... 1088 packets received, 7501 bps, 93.76%, Err 24 (1.0e-05)
299.992 .... 1093 packets received, 7475 bps, 93.43%, Err 25 (1.0e-05)
302.092 .... 1104 packets received, 7497 bps, 93.72%, Err 25 (1.0e-05)
304.212 .... 1112 packets received, 7499 bps, 93.74%, Err 25 (1.0e-05)
306.365 .... 1120 packets received, 7500 bps, 93.74%, Err 25 (1.0e-05)
308.429 .... 1128 packets received, 7503 bps, 93.78%, Err 25 (1.0e-05)
310.565 .... 1136 packets received, 7504 bps, 93.80%, Err 25 (1.0e-05)
312.672 .... 1144 packets received, 7506 bps, 93.82%, Err 25 (1.0e-05)
314.776 .... 1152 packets received, 7507 bps, 93.84%, Err 25 (1.0e-05)
316.868 .... 1160 packets received, 7510 bps, 93.87%, Err 25 (9.9e-06)
319.001 .... 1168 packets received, 7511 bps, 93.88%, Err 25 (9.9e-06)
321.111 .... 1176 packets received, 7512 bps, 93.90%, Err 25 (9.8e-06)
323.790 .... 1181 packets received, 7482 bps, 93.52%, Err 26 (1.0e-05)
325.863 .... 1193 packets received, 7510 bps, 93.87%, Err 26 (1.0e-05)
327.981 .... 1201 packets received, 7511 bps, 93.89%, Err 26 (1.0e-05)
330.106 .... 1209 packets received, 7512 bps, 93.91%, Err 26 (9.9e-06)
332.213 .... 1217 packets received, 7514 bps, 93.93%, Err 27 (1.0e-05)
334.326 .... 1225 packets received, 7516 bps, 93.95%, Err 27 (1.0e-05)
336.472 .... 1233 packets received, 7516 bps, 93.95%, Err 27 (1.0e-05)
338.550 .... 1241 packets received, 7519 bps, 93.98%, Err 27 (1.0e-05)
341.484 .... 1248 packets received, 7496 bps, 93.70%, Err 28 (1.0e-05)
343.583 .... 1259 packets received, 7516 bps, 93.95%, Err 28 (1.0e-05)
345.673 .... 1267 packets received, 7518 bps, 93.97%, Err 28 (1.0e-05)
347.812 .... 1275 packets received, 7519 bps, 93.98%, Err 28 (1.0e-05)
349.919 .... 1283 packets received, 7520 bps, 94.00%, Err 28 (1.0e-05)
352.026 .... 1291 packets received, 7522 bps, 94.02%, Err 28 (1.0e-05)
354.165 .... 1294 packets received, 7494 bps, 93.67%, Err 29 (1.0e-05)
356.252 .... 1306 packets received, 7519 bps, 93.98%, Err 29 (1.0e-05)
358.378 .... 1314 packets received, 7520 bps, 94.00%, Err 29 (1.0e-05)
360.485 .... 1322 packets received, 7521 bps, 94.02%, Err 29 (1.0e-05)
362.586 .... 1330 packets received, 7523 bps, 94.04%, Err 29 (1.0e-05)
364.689 .... 1338 packets received, 7524 bps, 94.06%, Err 29 (1.0e-05)
366.822 .... 1346 packets received, 7525 bps, 94.07%, Err 29 (9.9e-06)
368.913 .... 1354 packets received, 7527 bps, 94.09%, Err 29 (9.9e-06)
371.045 .... 1362 packets received, 7528 bps, 94.10%, Err 29 (9.8e-06)
373.162 .... 1370 packets received, 7529 bps, 94.12%, Err 29 (9.8e-06)
375.254 .... 1378 packets received, 7531 bps, 94.14%, Err 29 (9.7e-06)
378.183 .... 1385 packets received, 7510 bps, 93.88%, Err 30 (1.0e-05)
380.284 .... 1396 packets received, 7528 bps, 94.10%, Err 30 (9.9e-06)
382.383 .... 1404 packets received, 7530 bps, 94.12%, Err 30 (9.9e-06)
384.504 .... 1412 packets received, 7531 bps, 94.14%, Err 30 (9.8e-06)
386.599 .... 1420 packets received, 7532 bps, 94.16%, Err 31 (1.0e-05)
388.718 .... 1428 packets received, 7534 bps, 94.17%, Err 31 (1.0e-05)
390.872 .... 1436 packets received, 7534 bps, 94.17%, Err 31 (1.0e-05)
394.017 .... 1444 packets received, 7515 bps, 93.94%, Err 33 (1.1e-05)
396.179 .... 1454 packets received, 7526 bps, 94.08%, Err 33 (1.0e-05)
398.265 .... 1462 packets received, 7528 bps, 94.10%, Err 33 (1.0e-05)
400.342 .... 1470 packets received, 7530 bps, 94.12%, Err 33 (1.0e-05)
402.480 .... 1478 packets received, 7530 bps, 94.13%, Err 33 (1.0e-05)
404.583 .... 1486 packets received, 7532 bps, 94.15%, Err 33 (1.0e-05)
406.704 .... 1494 packets received, 7533 bps, 94.16%, Err 33 (1.0e-05)
408.807 .... 1502 packets received, 7534 bps, 94.18%, Err 33 (1.0e-05)
410.941 .... 1510 packets received, 7535 bps, 94.18%, Err 33 (1.0e-05)
413.044 .... 1518 packets received, 7536 bps, 94.20%, Err 33 (1.0e-05)
415.150 .... 1526 packets received, 7537 bps, 94.22%, Err 33 (1.0e-05)
417.256 .... 1534 packets received, 7539 bps, 94.23%, Err 33 (9.9e-06)
419.368 .... 1542 packets received, 7540 bps, 94.25%, Err 33 (9.9e-06)
421.526 .... 1550 packets received, 7540 bps, 94.25%, Err 33 (9.8e-06)
423.602 .... 1557 packets received, 7537 bps, 94.21%, Err 34 (1.0e-05)
425.734 .... 1565 packets received, 7538 bps, 94.22%, Err 34 (1.0e-05)
427.836 .... 1573 packets received, 7539 bps, 94.24%, Err 34 (1.0e-05)
429.933 .... 1581 packets received, 7540 bps, 94.25%, Err 34 (9.9e-06)
432.081 .... 1589 packets received, 7541 bps, 94.26%, Err 34 (9.9e-06)
434.168 .... 1597 packets received, 7542 bps, 94.28%, Err 34 (9.8e-06)
436.288 .... 1605 packets received, 7543 bps, 94.29%, Err 34 (9.8e-06)
438.422 .... 1613 packets received, 7544 bps, 94.30%, Err 34 (9.7e-06)
440.535 .... 1621 packets received, 7545 bps, 94.31%, Err 34 (9.7e-06)
442.639 .... 1629 packets received, 7546 bps, 94.32%, Err 34 (9.6e-06)
444.747 .... 1637 packets received, 7547 bps, 94.34%, Err 34 (9.6e-06)
446.857 .... 1645 packets received, 7548 bps, 94.35%, Err 34 (9.5e-06)
448.973 .... 1653 packets received, 7549 bps, 94.36%, Err 34 (9.5e-06)
451.078 .... 1661 packets received, 7550 bps, 94.37%, Err 34 (9.5e-06)
453.213 .... 1669 packets received, 7551 bps, 94.38%, Err 34 (9.4e-06)
455.294 .... 1677 packets received, 7552 bps, 94.40%, Err 34 (9.4e-06)
457.412 .... 1685 packets received, 7553 bps, 94.41%, Err 34 (9.3e-06)
459.545 .... 1693 packets received, 7553 bps, 94.42%, Err 34 (9.3e-06)
461.665 .... 1701 packets received, 7554 bps, 94.43%, Err 34 (9.2e-06)
463.753 .... 1709 packets received, 7556 bps, 94.44%, Err 34 (9.2e-06)
465.889 .... 1716 packets received, 7552 bps, 94.40%, Err 35 (9.4e-06)
467.994 .... 1724 packets received, 7553 bps, 94.41%, Err 35 (9.4e-06)
470.116 .... 1732 packets received, 7553 bps, 94.42%, Err 35 (9.3e-06)
472.220 .... 1740 packets received, 7555 bps, 94.43%, Err 35 (9.3e-06)
474.338 .... 1748 packets received, 7555 bps, 94.44%, Err 36 (9.5e-06)
476.465 .... 1755 packets received, 7552 bps, 94.40%, Err 36 (9.5e-06)
478.553 .... 1763 packets received, 7553 bps, 94.41%, Err 36 (9.4e-06)
480.668 .... 1771 packets received, 7554 bps, 94.42%, Err 36 (9.4e-06)
482.817 .... 1779 packets received, 7554 bps, 94.43%, Err 36 (9.4e-06)
484.905 .... 1787 packets received, 7555 bps, 94.44%, Err 37 (9.6e-06)
487.024 .... 1794 packets received, 7552 bps, 94.40%, Err 37 (9.5e-06)
489.130 .... 1802 packets received, 7553 bps, 94.41%, Err 37 (9.5e-06)
491.252 .... 1810 packets received, 7554 bps, 94.42%, Err 37 (9.4e-06)
493.347 .... 1818 packets received, 7555 bps, 94.44%, Err 37 (9.4e-06)
495.469 .... 1826 packets received, 7556 bps, 94.44%, Err 37 (9.4e-06)
497.605 .... 1834 packets received, 7556 bps, 94.45%, Err 37 (9.3e-06)
500.233 .... 1840 packets received, 7541 bps, 94.26%, Err 38 (9.5e-06)
502.304 .... 1851 packets received, 7555 bps, 94.43%, Err 38 (9.5e-06)
504.456 .... 1859 packets received, 7555 bps, 94.44%, Err 38 (9.4e-06)
506.549 .... 1867 packets received, 7556 bps, 94.45%, Err 38 (9.4e-06)
508.666 .... 1875 packets received, 7557 bps, 94.46%, Err 38 (9.4e-06)
510.773 .... 1883 packets received, 7558 bps, 94.47%, Err 38 (9.3e-06)
512.896 .... 1891 packets received, 7558 bps, 94.48%, Err 38 (9.3e-06)
515.518 .... 1897 packets received, 7544 bps, 94.30%, Err 39 (9.5e-06)
517.669 .... 1908 packets received, 7556 bps, 94.45%, Err 39 (9.4e-06)
520.793 .... 1916 packets received, 7542 bps, 94.28%, Err 40 (9.6e-06)
522.935 .... 1927 packets received, 7554 bps, 94.43%, Err 40 (9.6e-06)
525.038 .... 1935 packets received, 7555 bps, 94.44%, Err 40 (9.6e-06)
527.156 .... 1943 packets received, 7556 bps, 94.45%, Err 40 (9.5e-06)
529.256 .... 1951 packets received, 7557 bps, 94.46%, Err 40 (9.5e-06)
531.352 .... 1959 packets received, 7558 bps, 94.47%, Err 40 (9.4e-06)
533.493 .... 1967 packets received, 7558 bps, 94.48%, Err 40 (9.4e-06)
535.608 .... 1975 packets received, 7559 bps, 94.49%, Err 41 (9.6e-06)
538.795 .... 1983 packets received, 7545 bps, 94.31%, Err 42 (9.8e-06)
540.874 .... 1994 packets received, 7557 bps, 94.47%, Err 42 (9.7e-06)
543.534 .... 2000 packets received, 7543 bps, 94.29%, Err 43 (9.9e-06)
545.626 .... 2011 packets received, 7555 bps, 94.44%, Err 43 (9.9e-06)
547.758 .... 2019 packets received, 7556 bps, 94.45%, Err 43 (9.8e-06)
549.878 .... 2027 packets received, 7557 bps, 94.46%, Err 43 (9.8e-06)
551.963 .... 2035 packets received, 7558 bps, 94.47%, Err 43 (9.8e-06)
554.090 .... 2043 packets received, 7558 bps, 94.48%, Err 43 (9.7e-06)
556.475 .... 2048 packets received, 7544 bps, 94.30%, Err 44 (9.9e-06)
558.581 .... 2059 packets received, 7556 bps, 94.45%, Err 44 (9.9e-06)
560.683 .... 2067 packets received, 7557 bps, 94.46%, Err 44 (9.8e-06)
562.819 .... 2075 packets received, 7557 bps, 94.47%, Err 44 (9.8e-06)
564.937 .... 2083 packets received, 7558 bps, 94.48%, Err 44 (9.8e-06)
567.040 .... 2091 packets received, 7559 bps, 94.49%, Err 44 (9.7e-06)
569.154 .... 2099 packets received, 7560 bps, 94.50%, Err 44 (9.7e-06)
571.266 .... 2107 packets received, 7560 bps, 94.51%, Err 44 (9.7e-06)
573.371 .... 2115 packets received, 7561 bps, 94.52%, Err 44 (9.6e-06)
575.477 .... 2123 packets received, 7562 bps, 94.53%, Err 44 (9.6e-06)
577.601 .... 2131 packets received, 7563 bps, 94.53%, Err 44 (9.6e-06)
579.707 .... 2139 packets received, 7563 bps, 94.54%, Err 44 (9.5e-06)
582.330 .... 2145 packets received, 7550 bps, 94.38%, Err 45 (9.7e-06)
584.451 .... 2156 packets received, 7562 bps, 94.52%, Err 45 (9.7e-06)
586.573 .... 2164 packets received, 7562 bps, 94.53%, Err 45 (9.6e-06)
588.701 .... 2172 packets received, 7563 bps, 94.53%, Err 45 (9.6e-06)
591.065 .... 2177 packets received, 7550 bps, 94.37%, Err 46 (9.8e-06)
593.166 .... 2188 packets received, 7561 bps, 94.51%, Err 46 (9.7e-06)
595.265 .... 2196 packets received, 7562 bps, 94.52%, Err 46 (9.7e-06)
597.399 .... 2200 packets received, 7549 bps, 94.36%, Err 47 (9.9e-06)
599.515 .... 2207 packets received, 7546 bps, 94.32%, Err 49 (1.0e-05)
601.636 .... 2217 packets received, 7553 bps, 94.42%, Err 49 (1.0e-05)
603.755 .... 2225 packets received, 7554 bps, 94.42%, Err 49 (1.0e-05)
606.899 .... 2233 packets received, 7542 bps, 94.27%, Err 51 (1.1e-05)
609.017 .... 2243 packets received, 7549 bps, 94.36%, Err 51 (1.0e-05)
611.144 .... 2251 packets received, 7550 bps, 94.37%, Err 51 (1.0e-05)
613.235 .... 2259 packets received, 7551 bps, 94.38%, Err 51 (1.0e-05)
615.370 .... 2267 packets received, 7551 bps, 94.39%, Err 51 (1.0e-05)
617.487 .... 2275 packets received, 7552 bps, 94.40%, Err 51 (1.0e-05)
619.600 .... 2283 packets received, 7552 bps, 94.40%, Err 51 (1.0e-05)
621.712 .... 2287 packets received, 7540 bps, 94.25%, Err 52 (1.0e-05)
623.841 .... 2298 packets received, 7550 bps, 94.38%, Err 52 (1.0e-05)
625.931 .... 2306 packets received, 7551 bps, 94.39%, Err 52 (1.0e-05)
628.043 .... 2314 packets received, 7552 bps, 94.40%, Err 52 (1.0e-05)
630.151 .... 2322 packets received, 7553 bps, 94.41%, Err 52 (1.0e-05)
632.277 .... 2330 packets received, 7553 bps, 94.42%, Err 52 (1.0e-05)
634.383 .... 2338 packets received, 7554 bps, 94.42%, Err 52 (1.0e-05)
636.483 .... 2346 packets received, 7555 bps, 94.43%, Err 52 (1.0e-05)
638.607 .... 2354 packets received, 7555 bps, 94.44%, Err 52 (1.0e-05)
640.732 .... 2362 packets received, 7556 bps, 94.45%, Err 52 (1.0e-05)
642.827 .... 2370 packets received, 7557 bps, 94.46%, Err 52 (1.0e-05)
644.993 .... 2378 packets received, 7557 bps, 94.46%, Err 52 (1.0e-05)
647.081 .... 2386 packets received, 7558 bps, 94.47%, Err 52 (1.0e-05)
649.199 .... 2394 packets received, 7558 bps, 94.48%, Err 52 (1.0e-05)
651.305 .... 2402 packets received, 7559 bps, 94.49%, Err 52 (1.0e-05)
653.405 .... 2410 packets received, 7560 bps, 94.50%, Err 52 (1.0e-05)
655.523 .... 2418 packets received, 7560 bps, 94.50%, Err 52 (9.9e-06)
657.629 .... 2426 packets received, 7561 bps, 94.51%, Err 52 (9.9e-06)
660.532 .... 2433 packets received, 7549 bps, 94.37%, Err 53 (1.0e-05)
662.656 .... 2444 packets received, 7559 bps, 94.49%, Err 53 (1.0e-05)
664.787 .... 2452 packets received, 7560 bps, 94.50%, Err 53 (1.0e-05)
666.895 .... 2460 packets received, 7560 bps, 94.50%, Err 53 (1.0e-05)
668.998 .... 2468 packets received, 7561 bps, 94.51%, Err 53 (9.9e-06)
671.120 .... 2476 packets received, 7562 bps, 94.52%, Err 53 (9.9e-06)
673.252 .... 2484 packets received, 7562 bps, 94.52%, Err 53 (9.9e-06)
675.315 .... 2492 packets received, 7563 bps, 94.54%, Err 53 (9.8e-06)
677.468 .... 2500 packets received, 7563 bps, 94.54%, Err 54 (1.0e-05)
679.536 .... 2508 packets received, 7564 bps, 94.55%, Err 54 (1.0e-05)
681.687 .... 2516 packets received, 7565 bps, 94.56%, Err 54 (9.9e-06)
683.781 .... 2524 packets received, 7565 bps, 94.57%, Err 54 (9.9e-06)
685.883 .... 2532 packets received, 7566 bps, 94.58%, Err 54 (9.9e-06)
688.017 .... 2540 packets received, 7566 bps, 94.58%, Err 54 (9.8e-06)
690.137 .... 2547 packets received, 7564 bps, 94.55%, Err 55 (1.0e-05)
692.254 .... 2555 packets received, 7564 bps, 94.56%, Err 55 (1.0e-05)
694.387 .... 2563 packets received, 7565 bps, 94.56%, Err 55 (9.9e-06)
696.471 .... 2571 packets received, 7566 bps, 94.57%, Err 55 (9.9e-06)
699.377 .... 2577 packets received, 7552 bps, 94.40%, Err 56 (1.0e-05)
701.502 .... 2589 packets received, 7564 bps, 94.55%, Err 56 (1.0e-05)
703.602 .... 2597 packets received, 7565 bps, 94.56%, Err 56 (1.0e-05)
705.707 .... 2605 packets received, 7565 bps, 94.57%, Err 56 (9.9e-06)
707.848 .... 2613 packets received, 7566 bps, 94.57%, Err 56 (9.9e-06)
709.931 .... 2621 packets received, 7567 bps, 94.58%, Err 56 (9.9e-06)
718.689 .... 2629 packets received, 7497 bps, 93.71%, Err 58 (1.0e-05)
720.829 .... 2648 packets received, 7529 bps, 94.11%, Err 58 (1.0e-05)
722.921 .... 2656 packets received, 7530 bps, 94.12%, Err 58 (1.0e-05)
726.371 .... 2664 packets received, 7516 bps, 93.96%, Err 59 (1.0e-05)
728.469 .... 2676 packets received, 7529 bps, 94.11%, Err 59 (1.0e-05)
730.584 .... 2684 packets received, 7529 bps, 94.11%, Err 59 (1.0e-05)
732.690 .... 2692 packets received, 7530 bps, 94.12%, Err 59 (1.0e-05)
