000.000 =============================================================
000.000                     Station A                               
000.000 -------------------------------------------------------------
000.000 Protocol.lib, version 4.0, jiangyanjun0718@bupt.edu.cn
000.000 Channel: 8000 bps, 270 ms propagation delay, bit error rate 1.0E-05
000.000 Log file "F:\Code\20250418(network lab1)\upload\SR-MAX-A.log", TCP port 59144, debug mask 0x00
000.000 Station A is waiting for station B on TCP port 59144 ... Done.
000.120 New epoch: Tue May  6 11:28:04 2025
000.120 =================================================================
000.120 
000.121 SR-3, 构建时间: May  5 2025  21:24:47
003.032 .... 5 packets received, 3863 bps, 48.28%, Err 1 (4.3e-05)
044.571 .... 165 packets received, 7647 bps, 95.59%, Err 3 (8.4e-06)
046.654 .... 173 packets received, 7657 bps, 95.71%, Err 3 (8.1e-06)
050.078 .... 181 packets received, 7459 bps, 93.24%, Err 4 (1.0e-05)
052.200 .... 193 packets received, 7628 bps, 95.35%, Err 4 (9.6e-06)
054.301 .... 201 packets received, 7634 bps, 95.43%, Err 4 (9.2e-06)
056.417 .... 209 packets received, 7639 bps, 95.48%, Err 4 (8.9e-06)
059.329 .... 215 packets received, 7470 bps, 93.37%, Err 5 (1.1e-05)
061.429 .... 227 packets received, 7615 bps, 95.19%, Err 5 (1.0e-05)
063.569 .... 235 packets received, 7617 bps, 95.21%, Err 5 (9.9e-06)
065.658 .... 243 packets received, 7624 bps, 95.30%, Err 5 (9.5e-06)
067.795 .... 251 packets received, 7625 bps, 95.32%, Err 5 (9.2e-06)
069.919 .... 259 packets received, 7628 bps, 95.35%, Err 6 (1.1e-05)
072.037 .... 267 packets received, 7631 bps, 95.39%, Err 6 (1.0e-05)
074.141 .... 275 packets received, 7636 bps, 95.44%, Err 6 (1.0e-05)
076.228 .... 283 packets received, 7641 bps, 95.52%, Err 6 (9.9e-06)
078.361 .... 291 packets received, 7643 bps, 95.53%, Err 6 (9.6e-06)
080.456 .... 299 packets received, 7647 bps, 95.59%, Err 6 (9.3e-06)
082.557 .... 307 packets received, 7651 bps, 95.64%, Err 6 (9.1e-06)
084.711 .... 315 packets received, 7650 bps, 95.62%, Err 6 (8.9e-06)
086.801 .... 323 packets received, 7655 bps, 95.68%, Err 6 (8.7e-06)
088.922 .... 331 packets received, 7656 bps, 95.70%, Err 6 (8.4e-06)
091.042 .... 339 packets received, 7658 bps, 95.72%, Err 7 (9.6e-06)
093.134 .... 346 packets received, 7640 bps, 95.50%, Err 7 (9.4e-06)
095.264 .... 354 packets received, 7641 bps, 95.51%, Err 7 (9.2e-06)
097.355 .... 362 packets received, 7645 bps, 95.56%, Err 7 (9.0e-06)
099.486 .... 370 packets received, 7646 bps, 95.58%, Err 7 (8.8e-06)
101.600 .... 378 packets received, 7648 bps, 95.60%, Err 7 (8.6e-06)
104.752 .... 386 packets received, 7574 bps, 94.68%, Err 8 (9.6e-06)
107.668 .... 396 packets received, 7559 bps, 94.49%, Err 10 (1.2e-05)
109.773 .... 407 packets received, 7620 bps, 95.25%, Err 10 (1.1e-05)
111.895 .... 415 packets received, 7622 bps, 95.27%, Err 10 (1.1e-05)
114.013 .... 423 packets received, 7624 bps, 95.30%, Err 10 (1.1e-05)
116.127 .... 431 packets received, 7626 bps, 95.33%, Err 10 (1.1e-05)
118.262 .... 439 packets received, 7627 bps, 95.34%, Err 10 (1.1e-05)
121.388 .... 447 packets received, 7565 bps, 94.57%, Err 11 (1.1e-05)
123.524 .... 458 packets received, 7617 bps, 95.21%, Err 11 (1.1e-05)
125.612 .... 466 packets received, 7621 bps, 95.26%, Err 11 (1.1e-05)
127.762 .... 474 packets received, 7621 bps, 95.26%, Err 11 (1.1e-05)
129.836 .... 482 packets received, 7625 bps, 95.32%, Err 11 (1.1e-05)
131.993 .... 490 packets received, 7625 bps, 95.31%, Err 11 (1.0e-05)
134.079 .... 498 packets received, 7628 bps, 95.36%, Err 11 (1.0e-05)
137.239 .... 506 packets received, 7572 bps, 94.65%, Err 12 (1.1e-05)
139.364 .... 517 packets received, 7618 bps, 95.23%, Err 12 (1.1e-05)
141.483 .... 525 packets received, 7620 bps, 95.25%, Err 12 (1.1e-05)
143.593 .... 533 packets received, 7622 bps, 95.28%, Err 12 (1.0e-05)
145.696 .... 541 packets received, 7625 bps, 95.31%, Err 12 (1.0e-05)
147.801 .... 549 packets received, 7627 bps, 95.34%, Err 12 (1.0e-05)
149.948 .... 557 packets received, 7627 bps, 95.34%, Err 12 (1.0e-05)
152.077 .... 565 packets received, 7628 bps, 95.35%, Err 12 (9.9e-06)
154.154 .... 573 packets received, 7631 bps, 95.39%, Err 12 (9.7e-06)
156.270 .... 581 packets received, 7633 bps, 95.41%, Err 12 (9.6e-06)
158.405 .... 589 packets received, 7633 bps, 95.42%, Err 12 (9.5e-06)
160.500 .... 597 packets received, 7636 bps, 95.45%, Err 12 (9.4e-06)
162.903 .... 602 packets received, 7586 bps, 94.83%, Err 14 (1.1e-05)
164.996 .... 612 packets received, 7614 bps, 95.17%, Err 14 (1.1e-05)
167.131 .... 620 packets received, 7615 bps, 95.18%, Err 14 (1.0e-05)
169.231 .... 628 packets received, 7617 bps, 95.21%, Err 14 (1.0e-05)
171.312 .... 636 packets received, 7620 bps, 95.25%, Err 14 (1.0e-05)
173.437 .... 644 packets received, 7621 bps, 95.27%, Err 14 (1.0e-05)
175.542 .... 652 packets received, 7623 bps, 95.29%, Err 14 (1.0e-05)
177.648 .... 659 packets received, 7614 bps, 95.17%, Err 15 (1.1e-05)
179.797 .... 667 packets received, 7614 bps, 95.17%, Err 15 (1.0e-05)
181.913 .... 675 packets received, 7615 bps, 95.19%, Err 15 (1.0e-05)
183.986 .... 683 packets received, 7618 bps, 95.23%, Err 15 (1.0e-05)
186.137 .... 691 packets received, 7618 bps, 95.23%, Err 15 (1.0e-05)
188.224 .... 699 packets received, 7621 bps, 95.26%, Err 15 (1.0e-05)
190.341 .... 707 packets received, 7622 bps, 95.28%, Err 15 (9.9e-06)
192.478 .... 714 packets received, 7612 bps, 95.15%, Err 16 (1.0e-05)
194.825 .... 719 packets received, 7573 bps, 94.66%, Err 17 (1.1e-05)
196.971 .... 730 packets received, 7605 bps, 95.06%, Err 17 (1.1e-05)
199.072 .... 738 packets received, 7607 bps, 95.09%, Err 17 (1.1e-05)
201.180 .... 746 packets received, 7609 bps, 95.11%, Err 18 (1.1e-05)
203.301 .... 754 packets received, 7610 bps, 95.12%, Err 18 (1.1e-05)
205.392 .... 762 packets received, 7612 bps, 95.15%, Err 18 (1.1e-05)
207.502 .... 770 packets received, 7614 bps, 95.17%, Err 18 (1.1e-05)
209.617 .... 778 packets received, 7615 bps, 95.19%, Err 18 (1.1e-05)
211.767 .... 786 packets received, 7615 bps, 95.19%, Err 18 (1.1e-05)
214.912 .... 793 packets received, 7570 bps, 94.63%, Err 21 (1.2e-05)
217.562 .... 798 packets received, 7525 bps, 94.06%, Err 22 (1.3e-05)
219.682 .... 812 packets received, 7583 bps, 94.79%, Err 22 (1.3e-05)
221.811 .... 820 packets received, 7584 bps, 94.80%, Err 23 (1.3e-05)
224.469 .... 825 packets received, 7540 bps, 94.25%, Err 24 (1.3e-05)
226.544 .... 835 packets received, 7561 bps, 94.52%, Err 25 (1.4e-05)
228.664 .... 843 packets received, 7563 bps, 94.54%, Err 25 (1.4e-05)
230.778 .... 851 packets received, 7565 bps, 94.56%, Err 25 (1.4e-05)
232.863 .... 859 packets received, 7567 bps, 94.59%, Err 25 (1.3e-05)
235.028 .... 867 packets received, 7567 bps, 94.59%, Err 25 (1.3e-05)
237.104 .... 875 packets received, 7570 bps, 94.63%, Err 25 (1.3e-05)
239.205 .... 883 packets received, 7572 bps, 94.65%, Err 25 (1.3e-05)
241.352 .... 891 packets received, 7573 bps, 94.66%, Err 25 (1.3e-05)
243.459 .... 899 packets received, 7574 bps, 94.68%, Err 25 (1.3e-05)
245.566 .... 907 packets received, 7576 bps, 94.70%, Err 25 (1.3e-05)
247.668 .... 915 packets received, 7578 bps, 94.72%, Err 25 (1.3e-05)
249.811 .... 923 packets received, 7578 bps, 94.73%, Err 25 (1.3e-05)
251.903 .... 931 packets received, 7581 bps, 94.76%, Err 25 (1.2e-05)
254.808 .... 938 packets received, 7550 bps, 94.38%, Err 26 (1.3e-05)
256.893 .... 949 packets received, 7577 bps, 94.71%, Err 26 (1.3e-05)
259.046 .... 957 packets received, 7577 bps, 94.71%, Err 26 (1.3e-05)
261.128 .... 965 packets received, 7579 bps, 94.74%, Err 26 (1.2e-05)
264.046 .... 972 packets received, 7550 bps, 94.37%, Err 27 (1.3e-05)
266.161 .... 983 packets received, 7575 bps, 94.68%, Err 27 (1.3e-05)
268.268 .... 991 packets received, 7576 bps, 94.70%, Err 27 (1.3e-05)
270.388 .... 999 packets received, 7577 bps, 94.72%, Err 27 (1.2e-05)
272.497 .... 1007 packets received, 7579 bps, 94.74%, Err 27 (1.2e-05)
274.597 .... 1015 packets received, 7581 bps, 94.76%, Err 27 (1.2e-05)
276.700 .... 1023 packets received, 7582 bps, 94.78%, Err 27 (1.2e-05)
279.366 .... 1028 packets received, 7546 bps, 94.33%, Err 28 (1.3e-05)
281.489 .... 1040 packets received, 7577 bps, 94.71%, Err 28 (1.2e-05)
283.621 .... 1048 packets received, 7578 bps, 94.72%, Err 28 (1.2e-05)
285.685 .... 1056 packets received, 7580 bps, 94.75%, Err 29 (1.3e-05)
287.813 .... 1064 packets received, 7581 bps, 94.76%, Err 29 (1.3e-05)
289.952 .... 1072 packets received, 7582 bps, 94.77%, Err 29 (1.3e-05)
292.044 .... 1080 packets received, 7584 bps, 94.79%, Err 29 (1.2e-05)
294.179 .... 1088 packets received, 7584 bps, 94.80%, Err 29 (1.2e-05)
296.253 .... 1096 packets received, 7586 bps, 94.83%, Err 29 (1.2e-05)
298.366 .... 1104 packets received, 7588 bps, 94.85%, Err 29 (1.2e-05)
300.493 .... 1112 packets received, 7588 bps, 94.86%, Err 29 (1.2e-05)
302.615 .... 1120 packets received, 7589 bps, 94.87%, Err 29 (1.2e-05)
304.698 .... 1128 packets received, 7591 bps, 94.89%, Err 29 (1.2e-05)
306.852 .... 1136 packets received, 7591 bps, 94.89%, Err 29 (1.2e-05)
308.927 .... 1144 packets received, 7593 bps, 94.92%, Err 29 (1.2e-05)
311.056 .... 1152 packets received, 7594 bps, 94.93%, Err 29 (1.2e-05)
313.161 .... 1159 packets received, 7589 bps, 94.86%, Err 30 (1.2e-05)
315.276 .... 1167 packets received, 7590 bps, 94.87%, Err 30 (1.2e-05)
317.382 .... 1175 packets received, 7591 bps, 94.89%, Err 30 (1.2e-05)
319.495 .... 1183 packets received, 7592 bps, 94.90%, Err 30 (1.2e-05)
321.580 .... 1191 packets received, 7594 bps, 94.92%, Err 30 (1.2e-05)
323.712 .... 1199 packets received, 7595 bps, 94.93%, Err 30 (1.2e-05)
325.841 .... 1207 packets received, 7595 bps, 94.94%, Err 30 (1.2e-05)
327.960 .... 1215 packets received, 7596 bps, 94.95%, Err 30 (1.1e-05)
330.047 .... 1223 packets received, 7598 bps, 94.97%, Err 30 (1.1e-05)
332.152 .... 1231 packets received, 7599 bps, 94.99%, Err 30 (1.1e-05)
334.283 .... 1239 packets received, 7599 bps, 94.99%, Err 30 (1.1e-05)
336.405 .... 1247 packets received, 7600 bps, 95.00%, Err 30 (1.1e-05)
338.509 .... 1255 packets received, 7601 bps, 95.02%, Err 30 (1.1e-05)
340.636 .... 1263 packets received, 7602 bps, 95.03%, Err 30 (1.1e-05)
342.723 .... 1270 packets received, 7598 bps, 94.97%, Err 31 (1.1e-05)
344.853 .... 1278 packets received, 7598 bps, 94.98%, Err 31 (1.1e-05)
346.955 .... 1286 packets received, 7599 bps, 94.99%, Err 31 (1.1e-05)
349.077 .... 1294 packets received, 7600 bps, 95.00%, Err 31 (1.1e-05)
351.152 .... 1302 packets received, 7602 bps, 95.02%, Err 31 (1.1e-05)
353.271 .... 1310 packets received, 7603 bps, 95.03%, Err 31 (1.1e-05)
355.401 .... 1318 packets received, 7603 bps, 95.04%, Err 31 (1.1e-05)
357.515 .... 1326 packets received, 7604 bps, 95.05%, Err 31 (1.1e-05)
359.638 .... 1334 packets received, 7605 bps, 95.06%, Err 31 (1.1e-05)
361.730 .... 1342 packets received, 7606 bps, 95.07%, Err 31 (1.1e-05)
363.843 .... 1350 packets received, 7607 bps, 95.09%, Err 31 (1.1e-05)
365.961 .... 1358 packets received, 7608 bps, 95.09%, Err 31 (1.1e-05)
368.088 .... 1366 packets received, 7608 bps, 95.10%, Err 31 (1.1e-05)
370.175 .... 1374 packets received, 7610 bps, 95.12%, Err 31 (1.0e-05)
372.311 .... 1382 packets received, 7610 bps, 95.12%, Err 31 (1.0e-05)
374.400 .... 1390 packets received, 7611 bps, 95.14%, Err 31 (1.0e-05)
376.497 .... 1398 packets received, 7612 bps, 95.15%, Err 31 (1.0e-05)
378.622 .... 1406 packets received, 7613 bps, 95.16%, Err 31 (1.0e-05)
380.746 .... 1414 packets received, 7613 bps, 95.17%, Err 31 (1.0e-05)
382.863 .... 1422 packets received, 7614 bps, 95.18%, Err 31 (1.0e-05)
384.950 .... 1430 packets received, 7615 bps, 95.19%, Err 31 (1.0e-05)
387.099 .... 1438 packets received, 7615 bps, 95.19%, Err 31 (1.0e-05)
389.236 .... 1446 packets received, 7616 bps, 95.20%, Err 32 (1.0e-05)
391.280 .... 1454 packets received, 7618 bps, 95.22%, Err 32 (1.0e-05)
393.417 .... 1462 packets received, 7618 bps, 95.23%, Err 32 (1.0e-05)
396.319 .... 1469 packets received, 7598 bps, 94.98%, Err 33 (1.0e-05)
398.450 .... 1480 packets received, 7614 bps, 95.18%, Err 33 (1.0e-05)
400.574 .... 1488 packets received, 7615 bps, 95.19%, Err 33 (1.0e-05)
402.656 .... 1496 packets received, 7616 bps, 95.20%, Err 33 (1.0e-05)
404.758 .... 1504 packets received, 7617 bps, 95.21%, Err 33 (1.0e-05)
406.874 .... 1512 packets received, 7618 bps, 95.22%, Err 33 (1.0e-05)
409.005 .... 1520 packets received, 7618 bps, 95.23%, Err 33 (1.0e-05)
411.136 .... 1528 packets received, 7619 bps, 95.23%, Err 33 (1.0e-05)
413.233 .... 1536 packets received, 7620 bps, 95.24%, Err 33 (1.0e-05)
415.339 .... 1544 packets received, 7620 bps, 95.25%, Err 33 (9.9e-06)
417.472 .... 1552 packets received, 7621 bps, 95.26%, Err 33 (9.9e-06)
419.547 .... 1560 packets received, 7622 bps, 95.27%, Err 33 (9.8e-06)
421.671 .... 1568 packets received, 7622 bps, 95.28%, Err 34 (1.0e-05)
423.762 .... 1575 packets received, 7619 bps, 95.23%, Err 34 (1.0e-05)
425.880 .... 1583 packets received, 7619 bps, 95.24%, Err 34 (1.0e-05)
427.992 .... 1591 packets received, 7620 bps, 95.25%, Err 34 (9.9e-06)
430.156 .... 1599 packets received, 7620 bps, 95.25%, Err 34 (9.9e-06)
432.215 .... 1607 packets received, 7621 bps, 95.27%, Err 34 (9.8e-06)
434.320 .... 1615 packets received, 7622 bps, 95.28%, Err 34 (9.8e-06)
436.441 .... 1623 packets received, 7623 bps, 95.28%, Err 34 (9.7e-06)
438.575 .... 1631 packets received, 7623 bps, 95.29%, Err 34 (9.7e-06)
440.663 .... 1639 packets received, 7624 bps, 95.30%, Err 34 (9.6e-06)
443.838 .... 1645 packets received, 7597 bps, 94.96%, Err 35 (9.9e-06)
445.984 .... 1658 packets received, 7620 bps, 95.25%, Err 35 (9.8e-06)
448.075 .... 1666 packets received, 7621 bps, 95.27%, Err 35 (9.8e-06)
450.164 .... 1674 packets received, 7622 bps, 95.28%, Err 35 (9.7e-06)
452.280 .... 1682 packets received, 7623 bps, 95.29%, Err 35 (9.7e-06)
454.416 .... 1690 packets received, 7623 bps, 95.29%, Err 35 (9.6e-06)
456.500 .... 1698 packets received, 7624 bps, 95.30%, Err 35 (9.6e-06)
459.692 .... 1706 packets received, 7607 bps, 95.09%, Err 36 (9.8e-06)
461.784 .... 1717 packets received, 7621 bps, 95.26%, Err 36 (9.7e-06)
463.904 .... 1725 packets received, 7622 bps, 95.27%, Err 36 (9.7e-06)
466.026 .... 1733 packets received, 7622 bps, 95.28%, Err 36 (9.7e-06)
468.669 .... 1739 packets received, 7605 bps, 95.07%, Err 37 (9.9e-06)
470.777 .... 1750 packets received, 7619 bps, 95.24%, Err 37 (9.8e-06)
472.883 .... 1758 packets received, 7620 bps, 95.25%, Err 37 (9.8e-06)
474.975 .... 1766 packets received, 7621 bps, 95.26%, Err 37 (9.7e-06)
478.156 .... 1774 packets received, 7604 bps, 95.05%, Err 39 (1.0e-05)
480.249 .... 1785 packets received, 7618 bps, 95.23%, Err 39 (1.0e-05)
482.371 .... 1793 packets received, 7619 bps, 95.23%, Err 39 (1.0e-05)
484.518 .... 1801 packets received, 7619 bps, 95.23%, Err 39 (1.0e-05)
486.611 .... 1809 packets received, 7620 bps, 95.24%, Err 39 (1.0e-05)
488.707 .... 1817 packets received, 7620 bps, 95.25%, Err 39 (1.0e-05)
490.820 .... 1824 packets received, 7617 bps, 95.21%, Err 40 (1.0e-05)
492.977 .... 1832 packets received, 7617 bps, 95.21%, Err 40 (1.0e-05)
495.066 .... 1840 packets received, 7618 bps, 95.22%, Err 40 (1.0e-05)
497.148 .... 1848 packets received, 7619 bps, 95.23%, Err 40 (1.0e-05)
499.270 .... 1856 packets received, 7619 bps, 95.24%, Err 40 (1.0e-05)
501.387 .... 1864 packets received, 7620 bps, 95.25%, Err 40 (1.0e-05)
504.293 .... 1871 packets received, 7604 bps, 95.05%, Err 41 (1.0e-05)
506.437 .... 1882 packets received, 7616 bps, 95.21%, Err 41 (1.0e-05)
508.534 .... 1890 packets received, 7617 bps, 95.22%, Err 41 (1.0e-05)
510.636 .... 1898 packets received, 7618 bps, 95.22%, Err 41 (1.0e-05)
512.736 .... 1906 packets received, 7619 bps, 95.23%, Err 41 (1.0e-05)
514.887 .... 1914 packets received, 7619 bps, 95.23%, Err 41 (1.0e-05)
516.972 .... 1922 packets received, 7620 bps, 95.25%, Err 41 (9.9e-06)
519.096 .... 1930 packets received, 7620 bps, 95.25%, Err 41 (9.9e-06)
521.472 .... 1935 packets received, 7605 bps, 95.06%, Err 42 (1.0e-05)
524.101 .... 1943 packets received, 7598 bps, 94.98%, Err 43 (1.0e-05)
526.223 .... 1955 packets received, 7614 bps, 95.18%, Err 43 (1.0e-05)
528.313 .... 1962 packets received, 7611 bps, 95.14%, Err 44 (1.0e-05)
530.420 .... 1970 packets received, 7612 bps, 95.15%, Err 44 (1.0e-05)
532.556 .... 1978 packets received, 7612 bps, 95.15%, Err 44 (1.0e-05)
534.640 .... 1986 packets received, 7613 bps, 95.16%, Err 44 (1.0e-05)
536.792 .... 1994 packets received, 7613 bps, 95.16%, Err 44 (1.0e-05)
539.421 .... 2000 packets received, 7599 bps, 94.98%, Err 45 (1.0e-05)
541.546 .... 2011 packets received, 7610 bps, 95.13%, Err 45 (1.0e-05)
543.635 .... 2019 packets received, 7611 bps, 95.14%, Err 45 (1.0e-05)
545.739 .... 2027 packets received, 7612 bps, 95.15%, Err 45 (1.0e-05)
547.883 .... 2035 packets received, 7612 bps, 95.15%, Err 45 (1.0e-05)
549.971 .... 2043 packets received, 7613 bps, 95.16%, Err 45 (1.0e-05)
552.075 .... 2051 packets received, 7614 bps, 95.17%, Err 45 (1.0e-05)
554.194 .... 2059 packets received, 7614 bps, 95.18%, Err 45 (1.0e-05)
556.318 .... 2067 packets received, 7615 bps, 95.18%, Err 45 (1.0e-05)
558.412 .... 2075 packets received, 7615 bps, 95.19%, Err 45 (1.0e-05)
560.515 .... 2083 packets received, 7616 bps, 95.20%, Err 45 (1.0e-05)
562.640 .... 2091 packets received, 7616 bps, 95.20%, Err 45 (1.0e-05)
564.743 .... 2099 packets received, 7617 bps, 95.21%, Err 45 (1.0e-05)
566.854 .... 2107 packets received, 7618 bps, 95.22%, Err 45 (9.9e-06)
570.590 .... 2115 packets received, 7596 bps, 94.95%, Err 46 (1.0e-05)
572.704 .... 2128 packets received, 7615 bps, 95.19%, Err 46 (1.0e-05)
574.784 .... 2136 packets received, 7616 bps, 95.20%, Err 46 (1.0e-05)
577.672 .... 2142 packets received, 7599 bps, 94.99%, Err 48 (1.0e-05)
579.783 .... 2154 packets received, 7614 bps, 95.17%, Err 48 (1.0e-05)
581.949 .... 2162 packets received, 7614 bps, 95.17%, Err 48 (1.0e-05)
584.012 .... 2169 packets received, 7611 bps, 95.14%, Err 49 (1.0e-05)
586.161 .... 2177 packets received, 7611 bps, 95.14%, Err 49 (1.0e-05)
588.245 .... 2185 packets received, 7612 bps, 95.15%, Err 49 (1.0e-05)
590.348 .... 2193 packets received, 7613 bps, 95.16%, Err 49 (1.0e-05)
592.504 .... 2201 packets received, 7613 bps, 95.16%, Err 49 (1.0e-05)
594.595 .... 2209 packets received, 7613 bps, 95.17%, Err 49 (1.0e-05)
596.717 .... 2213 packets received, 7600 bps, 95.00%, Err 50 (1.0e-05)
598.814 .... 2224 packets received, 7611 bps, 95.14%, Err 50 (1.0e-05)
600.930 .... 2232 packets received, 7612 bps, 95.14%, Err 50 (1.0e-05)
603.029 .... 2240 packets received, 7612 bps, 95.15%, Err 50 (1.0e-05)
605.172 .... 2248 packets received, 7612 bps, 95.15%, Err 50 (1.0e-05)
607.271 .... 2256 packets received, 7613 bps, 95.16%, Err 50 (1.0e-05)
609.367 .... 2264 packets received, 7614 bps, 95.17%, Err 50 (1.0e-05)
611.495 .... 2271 packets received, 7611 bps, 95.13%, Err 51 (1.0e-05)
613.640 .... 2279 packets received, 7611 bps, 95.14%, Err 51 (1.0e-05)
615.723 .... 2287 packets received, 7612 bps, 95.15%, Err 51 (1.0e-05)
617.837 .... 2295 packets received, 7612 bps, 95.15%, Err 51 (1.0e-05)
619.922 .... 2303 packets received, 7613 bps, 95.16%, Err 51 (1.0e-05)
622.033 .... 2311 packets received, 7613 bps, 95.17%, Err 51 (1.0e-05)
624.178 .... 2319 packets received, 7614 bps, 95.17%, Err 51 (1.0e-05)
626.276 .... 2327 packets received, 7614 bps, 95.18%, Err 51 (1.0e-05)
628.392 .... 2335 packets received, 7615 bps, 95.18%, Err 51 (1.0e-05)
630.500 .... 2343 packets received, 7615 bps, 95.19%, Err 51 (1.0e-05)
632.627 .... 2351 packets received, 7615 bps, 95.19%, Err 51 (1.0e-05)
634.738 .... 2359 packets received, 7616 bps, 95.20%, Err 51 (1.0e-05)
636.861 .... 2367 packets received, 7616 bps, 95.20%, Err 51 (1.0e-05)
638.940 .... 2375 packets received, 7617 bps, 95.21%, Err 51 (1.0e-05)
642.137 .... 2383 packets received, 7605 bps, 95.06%, Err 52 (1.0e-05)
644.262 .... 2394 packets received, 7615 bps, 95.18%, Err 52 (1.0e-05)
646.346 .... 2402 packets received, 7615 bps, 95.19%, Err 52 (1.0e-05)
648.458 .... 2410 packets received, 7616 bps, 95.20%, Err 53 (1.0e-05)
650.572 .... 2417 packets received, 7613 bps, 95.16%, Err 53 (1.0e-05)
652.699 .... 2425 packets received, 7613 bps, 95.17%, Err 53 (1.0e-05)
654.842 .... 2433 packets received, 7614 bps, 95.17%, Err 53 (1.0e-05)
656.907 .... 2441 packets received, 7615 bps, 95.18%, Err 53 (1.0e-05)
659.035 .... 2449 packets received, 7615 bps, 95.19%, Err 53 (1.0e-05)
661.113 .... 2452 packets received, 7600 bps, 95.00%, Err 54 (1.0e-05)
663.244 .... 2464 packets received, 7613 bps, 95.16%, Err 54 (1.0e-05)
665.355 .... 2472 packets received, 7613 bps, 95.17%, Err 54 (1.0e-05)
667.465 .... 2480 packets received, 7614 bps, 95.17%, Err 54 (1.0e-05)
669.574 .... 2488 packets received, 7614 bps, 95.18%, Err 54 (1.0e-05)
671.687 .... 2496 packets received, 7615 bps, 95.18%, Err 54 (1.0e-05)
673.804 .... 2504 packets received, 7615 bps, 95.19%, Err 54 (1.0e-05)
675.913 .... 2512 packets received, 7616 bps, 95.19%, Err 54 (1.0e-05)
678.013 .... 2520 packets received, 7616 bps, 95.20%, Err 54 (1.0e-05)
680.152 .... 2528 packets received, 7616 bps, 95.20%, Err 54 (9.9e-06)
682.263 .... 2536 packets received, 7617 bps, 95.21%, Err 54 (9.9e-06)
684.344 .... 2540 packets received, 7606 bps, 95.07%, Err 55 (1.0e-05)
686.501 .... 2551 packets received, 7614 bps, 95.18%, Err 55 (1.0e-05)
688.847 .... 2556 packets received, 7603 bps, 95.04%, Err 56 (1.0e-05)
690.991 .... 2567 packets received, 7612 bps, 95.16%, Err 56 (1.0e-05)
693.054 .... 2575 packets received, 7613 bps, 95.17%, Err 56 (1.0e-05)
695.197 .... 2583 packets received, 7614 bps, 95.17%, Err 56 (1.0e-05)
697.295 .... 2591 packets received, 7614 bps, 95.18%, Err 56 (1.0e-05)
699.433 .... 2599 packets received, 7614 bps, 95.18%, Err 56 (1.0e-05)
701.500 .... 2607 packets received, 7615 bps, 95.19%, Err 56 (1.0e-05)
703.642 .... 2615 packets received, 7615 bps, 95.19%, Err 56 (1.0e-05)
705.767 .... 2623 packets received, 7616 bps, 95.19%, Err 56 (9.9e-06)
707.881 .... 2631 packets received, 7616 bps, 95.20%, Err 56 (9.9e-06)
709.977 .... 2639 packets received, 7617 bps, 95.21%, Err 56 (9.9e-06)
712.100 .... 2647 packets received, 7617 bps, 95.21%, Err 56 (9.8e-06)
714.213 .... 2655 packets received, 7617 bps, 95.22%, Err 56 (9.8e-06)
716.325 .... 2663 packets received, 7618 bps, 95.22%, Err 56 (9.8e-06)
718.434 .... 2670 packets received, 7615 bps, 95.19%, Err 57 (9.9e-06)
720.534 .... 2678 packets received, 7616 bps, 95.20%, Err 57 (9.9e-06)
